from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Balandino,Chelyabinsk,Russia,61.838,55.509,Domododevo,Moscow,Russia,38.51,55.681,Aerocondor,Portugal,1458
Balandino,Chelyabinsk,Russia,61.838,55.509,Tolmachevo,Novosibirsk,Russia,83.084,55.021,Aerocondor,Portugal,1341
Domododevo,Moscow,Russia,38.51,55.681,Khrabrovo,Kaliningrad,Russia,20.987,55.483,Aerocondor,Portugal,1098
Domododevo,Moscow,Russia,38.51,55.681,Beaufort Mcas,Beaufort,United States,-80.539,32.795,Aerocondor,Portugal,8612
Domododevo,Moscow,Russia,38.51,55.681,Bugulma Airport,Bugulma,Russia,53.336,55.066,Aerocondor,Portugal,937
Khrabrovo,Kaliningrad,Russia,20.987,55.483,Domododevo,Moscow,Russia,38.51,55.681,Aerocondor,Portugal,1098
Kazan,Kazan,Russia,49.464,56.01,Domododevo,Moscow,Russia,38.51,55.681,Aerocondor,Portugal,684
Kazan,Kazan,Russia,49.464,56.01,Franz Josef Strauss,Munich,Germany,12.31,48.589,Aerocondor,Portugal,2621
Pulkovo,St. Petersburg,Russia,30.437,60.333,Kazan,Kazan,Russia,49.464,56.01,Aerocondor,Portugal,1209
Pulkovo,St. Petersburg,Russia,30.437,60.333,Bugulma Airport,Bugulma,Russia,53.336,55.066,Aerocondor,Portugal,1471
Beaufort Mcas,Beaufort,United States,-80.539,32.795,Domododevo,Moscow,Russia,38.51,55.681,Aerocondor,Portugal,8612
Beaufort Mcas,Beaufort,United States,-80.539,32.795,Pulkovo,St. Petersburg,Russia,30.437,60.333,Aerocondor,Portugal,7920
Tolmachevo,Novosibirsk,Russia,83.084,55.021,Balandino,Chelyabinsk,Russia,61.838,55.509,Aerocondor,Portugal,1341
Bugulma Airport,Bugulma,Russia,53.336,55.066,Domododevo,Moscow,Russia,38.51,55.681,Aerocondor,Portugal,937
Bugulma Airport,Bugulma,Russia,53.336,55.066,Pulkovo,St. Petersburg,Russia,30.437,60.333,Aerocondor,Portugal,1471
Andahuaylas,Andahuaylas,Peru,-72.918,-13.511,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Star Peru (2I),Peru,458
Rodriguez Ballon,Arequipa,Peru,-71.306,-15.902,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Star Peru (2I),Peru,756
Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,-71.898,-13.227,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Star Peru (2I),Peru,543
Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,-75.675,-9.799,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Star Peru (2I),Peru,197
Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,-72.849,-3.642,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,-75.956,-6.182,Star Peru (2I),Peru,445
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Andahuaylas,Andahuaylas,Peru,-72.918,-13.511,Star Peru (2I),Peru,458
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,-73.675,-12.592,Star Peru (2I),Peru,338
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,-75.675,-9.799,Star Peru (2I),Peru,197
Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Pedro Canga,Tumbes,Peru,-79.969,-3.255,Star Peru (2I),Peru,979
Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,-74.291,-7.964,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,-72.849,-3.642,Star Peru (2I),Peru,506
Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,-74.291,-7.964,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,-75.956,-6.182,Star Peru (2I),Peru,270
Pedro Canga,Tumbes,Peru,-79.969,-3.255,Capitan Montes,Talara,Peru,-80.757,-4.295,Star Peru (2I),Peru,144
Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,-75.956,-6.182,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Star Peru (2I),Peru,580
Capitan Montes,Talara,Peru,-80.757,-4.295,Jorge Chavez Intl,Lima,Peru,-76.524,-11.37,Star Peru (2I),Peru,914
Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,-3.878,5.435,Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Air Burkina,Burkina Faso,848
Senou,Bamako,Mali,-7.917,12.889,Leopold Sedar Senghor Intl,Dakar,Senegal,-17.151,15.232,Air Burkina,Burkina Faso,1029
Senou,Bamako,Mali,-7.917,12.889,Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Air Burkina,Burkina Faso,730
Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,-3.885,11.266,Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Air Burkina,Burkina Faso,328
Cadjehoun,Cotonou,Benin,2.64,6.595,Leon M Ba,Libreville,Gabon,9.687,0.764,Air Burkina,Burkina Faso,1015
Leopold Sedar Senghor Intl,Dakar,Senegal,-17.151,15.232,Senou,Bamako,Mali,-7.917,12.889,Air Burkina,Burkina Faso,1029
Douala,Douala,Cameroon,10.199,4.01,Cadjehoun,Cotonou,Benin,2.64,6.595,Air Burkina,Burkina Faso,884
Gnassingbe Eyadema Intl,Lome,Togo,1.424,6.276,Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Air Burkina,Burkina Faso,758
Orly,Paris,France,2.599,49.208,Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Air Burkina,Burkina Faso,4086
Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Kotoka Intl,Accra,Ghana,0.388,6.008,Air Burkina,Burkina Faso,751
Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,-3.885,11.266,Air Burkina,Burkina Faso,328
Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Leopold Sedar Senghor Intl,Dakar,Senegal,-17.151,15.232,Air Burkina,Burkina Faso,1747
Ouagadougou,Ouagadougou,Burkina Faso,-1.188,12.588,Diori Hamani,Niamey,Niger,2.306,13.802,Air Burkina,Burkina Faso,401
Mariscal Lamar,Cuenca,Ecuador,-78.974,-2.816,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-79.806,-1.596,Aerolineas Galapagos (Aerogal),Ecuador,164
Seymour,Galapagos,Ecuador,-89.777,-0.09,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-79.806,-1.596,Aerolineas Galapagos (Aerogal),Ecuador,1121
Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-79.806,-1.596,Mariscal Lamar,Cuenca,Ecuador,-78.974,-2.816,Aerolineas Galapagos (Aerogal),Ecuador,164
Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-79.806,-1.596,John F Kennedy Intl,New York,United States,-73.632,41.066,Aerolineas Galapagos (Aerogal),Ecuador,4784
John F Kennedy Intl,New York,United States,-73.632,41.066,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-79.806,-1.596,Aerolineas Galapagos (Aerogal),Ecuador,4784
Mariscal Sucre Intl,Quito,Ecuador,-78.148,0.431,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aerolineas Galapagos (Aerogal),Ecuador,731
Mariscal Sucre Intl,Quito,Ecuador,-78.148,0.431,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-79.806,-1.596,Aerolineas Galapagos (Aerogal),Ecuador,291
Bari,Bari,Italy,17.267,41.231,Zurich,Zurich,Switzerland,8.915,47.774,Helvetic Airways,Switzerland,982
Zurich,Zurich,Switzerland,8.915,47.774,Bari,Bari,Italy,17.267,41.231,Helvetic Airways,Switzerland,982
Ferihegy,Budapest,Hungary,19.425,47.728,Chisinau Intl,Kichinau Fir/acc/com,Moldova,29.551,47.546,Moldavian Airlines,Moldova,758
Chisinau Intl,Kichinau Fir/acc/com,Moldova,29.551,47.546,Sabiha Gokcen,Istanbul,Turkey,29.515,41.497,Moldavian Airlines,Moldova,672
Sabiha Gokcen,Istanbul,Turkey,29.515,41.497,Chisinau Intl,Kichinau Fir/acc/com,Moldova,29.551,47.546,Moldavian Airlines,Moldova,672
Arvidsjaur,Arvidsjaur,Sweden,19.469,65.983,Arlanda,Stockholm,Sweden,18.531,60.086,Yuzhmashavia,Ukraine,657
Arlanda,Stockholm,Sweden,18.531,60.086,Arvidsjaur,Arvidsjaur,Sweden,19.469,65.983,Yuzhmashavia,Ukraine,657
Arlanda,Stockholm,Sweden,18.531,60.086,Kramfors Solleftea,Kramfors,Sweden,18.281,63.08,Yuzhmashavia,Ukraine,333
Arlanda,Stockholm,Sweden,18.531,60.086,Mariehamn,Mariehamn,Finland,20.496,60.203,Yuzhmashavia,Ukraine,109
Arlanda,Stockholm,Sweden,18.531,60.086,Vilhelmina,Vilhelmina,Sweden,17.389,64.965,Yuzhmashavia,Ukraine,545
Kastrup,Copenhagen,Denmark,13.093,56.029,Saab,Linkoeping,Sweden,16.134,58.676,Yuzhmashavia,Ukraine,346
Gallivare,Gallivare,Sweden,21.357,67.22,Kramfors Solleftea,Kramfors,Sweden,18.281,63.08,Yuzhmashavia,Ukraine,482
Hemavan Airport,Hemavan,Sweden,15.137,66.343,Vilhelmina,Vilhelmina,Sweden,17.389,64.965,Yuzhmashavia,Ukraine,184
Kramfors Solleftea,Kramfors,Sweden,18.281,63.08,Gallivare,Gallivare,Sweden,21.357,67.22,Yuzhmashavia,Ukraine,482
Saab,Linkoeping,Sweden,16.134,58.676,Orebro,Orebro,Sweden,15.063,59.372,Yuzhmashavia,Ukraine,98
Lycksele,Lycksele,Sweden,19.193,64.913,Arlanda,Stockholm,Sweden,18.531,60.086,Yuzhmashavia,Ukraine,537
Mariehamn,Mariehamn,Finland,20.496,60.203,Helsinki Vantaa,Helsinki,Finland,25.605,60.528,Yuzhmashavia,Ukraine,283
Östersund Airport,Östersund,Sweden,14.833,63.324,Bromma,Stockholm,Sweden,18.569,59.59,Yuzhmashavia,Ukraine,459
Vilhelmina,Vilhelmina,Sweden,17.389,64.965,Arlanda,Stockholm,Sweden,18.531,60.086,Yuzhmashavia,Ukraine,545
Kodiak,Kodiak,United States,-152.157,58.249,Amook Bay Seaplane Base,Amook Bay,United States,-153.693,57.785,Air Salone,Sierra Leone,104
Kodiak,Kodiak,United States,-152.157,58.249,Larsen Bay Airport,Larsen Bay,United States,-153.962,57.891,Air Salone,Sierra Leone,113
Kodiak,Kodiak,United States,-152.157,58.249,Old Harbor Airport,Old Harbor,United States,-152.783,57.363,Air Salone,Sierra Leone,105
Kitoi Bay Seaplane Base,Kitoi Bay,United States,-151.951,58.318,Seal Bay Seaplane Base,Seal Bay,United States,-152.167,58.277,Air Salone,Sierra Leone,13
Ouzinkie Airport,Ouzinkie,United States,-152.168,58.538,Port Lions Airport,Port Lions,United States,-152.744,58.475,Air Salone,Sierra Leone,34
Bacolod,Bacolod,Philippines,123.549,11.07,Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Air Philippines,Philippines,133
Baiyun Intl,Guangzhou,China,113.497,23.654,Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Air Philippines,Philippines,1878
Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Bacolod,Bacolod,Philippines,123.549,11.07,Air Philippines,Philippines,133
Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Cagayan De Oro,Ladag,Philippines,125.018,8.692,Air Philippines,Philippines,206
Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Air Philippines,Philippines,1713
Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,620
Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Ozamis,Ozamis,Philippines,124.402,8.297,Air Philippines,Philippines,247
Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Zamboanga Intl,Zamboanga,Philippines,122.099,7.537,Air Philippines,Philippines,432
Cagayan De Oro,Ladag,Philippines,125.018,8.692,Francisco Bangoy International,Davao,Philippines,126.076,7.209,Air Philippines,Philippines,201
Catarman National Airport,Catarman,Philippines,125.059,12.837,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,488
Francisco Bangoy International,Davao,Philippines,126.076,7.209,Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Air Philippines,Philippines,400
Francisco Bangoy International,Davao,Philippines,126.076,7.209,Iloilo,Iloilo,Philippines,122.908,11.188,Air Philippines,Philippines,562
Francisco Bangoy International,Davao,Philippines,126.076,7.209,Zamboanga Intl,Zamboanga,Philippines,122.099,7.537,Air Philippines,Philippines,440
Xiaoshan,Hangzhou,China,120.724,30.382,Kalibo,Kalibo,Philippines,122.627,12.132,Air Philippines,Philippines,2038
Iloilo,Iloilo,Philippines,122.908,11.188,Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Air Philippines,Philippines,202
Iloilo,Iloilo,Philippines,122.908,11.188,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,454
Kalibo,Kalibo,Philippines,122.627,12.132,Xiaoshan,Hangzhou,China,120.724,30.382,Air Philippines,Philippines,2038
Kalibo,Kalibo,Philippines,122.627,12.132,Capital Intl,Beijing,China,116.974,40.133,Air Philippines,Philippines,3162
Laoag Intl,Laoag,Philippines,120.885,18.296,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,383
Masbate Airport,Masbate,Philippines,124.048,12.615,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,409
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Cotabato,Cotabato,Philippines,124.349,7.275,Air Philippines,Philippines,916
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Cagayan De Oro,Ladag,Philippines,125.018,8.692,Air Philippines,Philippines,810
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Calbayog Airport,Calbayog City,Philippines,124.908,12.121,Air Philippines,Philippines,517
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,General Santos International Airport,General Santos City,Philippines,125.392,6.177,Air Philippines,Philippines,1075
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Kalibo,Kalibo,Philippines,122.627,12.132,Air Philippines,Philippines,347
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Legazpi,Legazpi,Philippines,124.243,13.261,Air Philippines,Philippines,388
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Godofredo P,Caticlan,Philippines,122.588,12.535,Air Philippines,Philippines,307
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Puerto Princesa,Puerto Princesa,Philippines,119.264,10.236,Air Philippines,Philippines,547
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Antique,San Jose,Philippines,122.555,11.276,Air Philippines,Philippines,429
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Daniel Z Romualdez,Tacloban,Philippines,125.046,11.379,Air Philippines,Philippines,581
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Tuguegarao Airport,Tuguegarao,Philippines,122.217,18.063,Air Philippines,Philippines,379
Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Naga Airport,Naga,Philippines,123.45,13.974,Air Philippines,Philippines,277
Godofredo P,Caticlan,Philippines,122.588,12.535,Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Air Philippines,Philippines,316
Ozamis,Ozamis,Philippines,124.402,8.297,Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Air Philippines,Philippines,247
Capital Intl,Beijing,China,116.974,40.133,Kalibo,Kalibo,Philippines,122.627,12.132,Air Philippines,Philippines,3162
Puerto Princesa,Puerto Princesa,Philippines,119.264,10.236,Busuanga,Busuanga,Philippines,120.166,12.202,Air Philippines,Philippines,239
Changi Intl,Singapore,Singapore,104.657,1.583,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,2325
Surigao Airport,Sangley Point,Philippines,125.798,10.262,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,726
Daniel Z Romualdez,Tacloban,Philippines,125.046,11.379,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,581
Tuguegarao Airport,Tuguegarao,Philippines,122.217,18.063,Ninoy Aquino Intl,Manila,Philippines,121.032,14.847,Air Philippines,Philippines,379
Busuanga,Busuanga,Philippines,120.166,12.202,Puerto Princesa,Puerto Princesa,Philippines,119.264,10.236,Air Philippines,Philippines,239
Zamboanga Intl,Zamboanga,Philippines,122.099,7.537,Mactan Cebu Intl,Cebu,Philippines,124.632,10.512,Air Philippines,Philippines,432
Zamboanga Intl,Zamboanga,Philippines,122.099,7.537,Jolo Airport,Jolo Airport,Philippines,121.018,6.089,Air Philippines,Philippines,200
Mosnov,Ostrava,Czech Republic,18.185,50.16,Ruzyne,Prague,Czech Republic,14.433,50.168,JobAir,Czech Republic,267
Lawica,Poznan,Poland,17.377,52.701,Ruzyne,Prague,Czech Republic,14.433,50.168,JobAir,Czech Republic,347
Ruzyne,Prague,Czech Republic,14.433,50.168,Lawica,Poznan,Poland,17.377,52.701,JobAir,Czech Republic,347
Southeast Iowa Regional Airport,Burlington,United States,-90.543,41.305,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Air Choice One,United States,267
Decatur,Decatur,United States,-88.777,40.39,Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Air Choice One,United States,260
Chicago Ohare Intl,Chicago,United States,-87.842,42.631,Southeast Iowa Regional Airport,Burlington,United States,-90.543,41.305,Air Choice One,United States,267
Lambert St Louis Intl,St. Louis,United States,-89.951,39.247,Southeast Iowa Regional Airport,Burlington,United States,-90.543,41.305,Air Choice One,United States,234
Craig Seaplane Base,Craig,United States,-132.58,55.798,Hollis Seaplane Base,Hollis,United States,-132.411,55.802,Fly Colombia ( Interliging Flights ),Colombia,10
Hollis Seaplane Base,Hollis,United States,-132.411,55.802,Craig Seaplane Base,Craig,United States,-132.58,55.798,Fly Colombia ( Interliging Flights ),Colombia,10
Thorne Bay Seaplane Base,Thorne Bay,United States,-132.228,56.146,Ketchikan Intl,Ketchikan,United States,-131.523,55.592,Fly Colombia ( Interliging Flights ),Colombia,75
Ketchikan Intl,Ketchikan,United States,-131.523,55.592,Hollis Seaplane Base,Hollis,United States,-132.411,55.802,Fly Colombia ( Interliging Flights ),Colombia,60
Ketchikan Intl,Ketchikan,United States,-131.523,55.592,Metlakatla Seaplane Base,Metakatla,United States,-131.297,55.218,Fly Colombia ( Interliging Flights ),Colombia,43
Auckland Intl,Auckland,New Zealand,175.319,-36.347,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,8396
Baiyun Intl,Guangzhou,China,113.497,23.654,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,2632
Noibai Intl,Hanoi,Vietnam,106.345,21.368,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,2207
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,2559
Kansai,Osaka,Japan,135.406,34.724,Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Jetstar Asia Airways,Singapore,1718
Macau Intl,Macau,Macau,113.985,22.249,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,2509
Lishe,Ninbo,China,121.769,30.377,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,3675
Perth Intl,Perth,Australia,116.611,-31.901,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,3930
Siem Reap,Siem-reap,Cambodia,104.354,13.684,Phnom Penh Intl,Phnom-penh,Cambodia,105.406,11.91,Jetstar Asia Airways,Singapore,227
Tansonnhat Intl,Ho Chi Minh City,Vietnam,107.086,11.364,Changi Intl,Singapore,Singapore,104.657,1.583,Jetstar Asia Airways,Singapore,1120
Changi Intl,Singapore,Singapore,104.657,1.583,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Jetstar Asia Airways,Singapore,1445
Changi Intl,Singapore,Singapore,104.657,1.583,Meilan,Haikou,China,110.764,20.558,Jetstar Asia Airways,Singapore,2211
Changi Intl,Singapore,Singapore,104.657,1.583,Xiaoshan,Hangzhou,China,120.724,30.382,Jetstar Asia Airways,Singapore,3622
Changi Intl,Singapore,Singapore,104.657,1.583,Phuket Intl,Phuket,Thailand,98.528,8.188,Jetstar Asia Airways,Singapore,1000
Changi Intl,Singapore,Singapore,104.657,1.583,Macau Intl,Macau,Macau,113.985,22.249,Jetstar Asia Airways,Singapore,2509
Changi Intl,Singapore,Singapore,104.657,1.583,Lishe,Ninbo,China,121.769,30.377,Jetstar Asia Airways,Singapore,3675
Changi Intl,Singapore,Singapore,104.657,1.583,Perth Intl,Perth,Australia,116.611,-31.901,Jetstar Asia Airways,Singapore,3930
Changi Intl,Singapore,Singapore,104.657,1.583,Siem Reap,Siem-reap,Cambodia,104.354,13.684,Jetstar Asia Airways,Singapore,1345
Changi Intl,Singapore,Singapore,104.657,1.583,Tansonnhat Intl,Ho Chi Minh City,Vietnam,107.086,11.364,Jetstar Asia Airways,Singapore,1120
Changi Intl,Singapore,Singapore,104.657,1.583,Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Jetstar Asia Airways,Singapore,3174
Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Kansai,Osaka,Japan,135.406,34.724,Jetstar Asia Airways,Singapore,1718
Dusseldorf,Duesseldorf,Germany,7.277,51.482,Friedrichshafen,Friedrichshafen,Germany,9.852,48.118,Intersky,Austria,417
Friedrichshafen,Friedrichshafen,Germany,9.852,48.118,Graz,Graz,Austria,15.732,47.651,Intersky,Austria,441
Friedrichshafen,Friedrichshafen,Germany,9.852,48.118,Tegel,Berlin,Germany,13.479,52.932,Intersky,Austria,593
Graz,Graz,Austria,15.732,47.651,Friedrichshafen,Friedrichshafen,Germany,9.852,48.118,Intersky,Austria,441
Tegel,Berlin,Germany,13.479,52.932,Friedrichshafen,Friedrichshafen,Germany,9.852,48.118,Intersky,Austria,593
Schiphol,Amsterdam,Netherlands,5.273,52.514,El Aroui Airport,El Aroui Airport,Morocco,-2.381,35.648,Air Arabia Maroc,Morocco,1969
Barcelona,Barcelona,Spain,2.13,41.495,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Air Arabia Maroc,Morocco,1207
Barcelona,Barcelona,Spain,2.13,41.495,Ibn Batouta,Tanger,Morocco,-5.862,36.211,Air Arabia Maroc,Morocco,907
Brussels Natl,Brussels,Belgium,4.807,51.502,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Air Arabia Maroc,Morocco,2216
Brussels Natl,Brussels,Belgium,4.807,51.502,Ibn Batouta,Tanger,Morocco,-5.862,36.211,Air Arabia Maroc,Morocco,1898
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Barcelona,Barcelona,Spain,2.13,41.495,Air Arabia Maroc,Morocco,1207
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Brussels Natl,Brussels,Belgium,4.807,51.502,Air Arabia Maroc,Morocco,2216
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Saint Exupery,Lyon,France,5.151,46.21,Air Arabia Maroc,Morocco,1754
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Sabiha Gokcen,Istanbul,Turkey,29.515,41.497,Air Arabia Maroc,Morocco,3335
Levaldigi,Levaldigi,Italy,8.038,44.911,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Air Arabia Maroc,Morocco,1817
Mediterranee,Montpellier,France,4.605,43.96,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Air Arabia Maroc,Morocco,1543
Mediterranee,Montpellier,France,4.605,43.96,Ibn Batouta,Tanger,Morocco,-5.862,36.211,Air Arabia Maroc,Morocco,1237
El Aroui Airport,El Aroui Airport,Morocco,-2.381,35.648,Barcelona,Barcelona,Spain,2.13,41.495,Air Arabia Maroc,Morocco,759
El Aroui Airport,El Aroui Airport,Morocco,-2.381,35.648,Koln Bonn,Cologne,Germany,7.237,51.443,Air Arabia Maroc,Morocco,1915
Sabiha Gokcen,Istanbul,Turkey,29.515,41.497,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Air Arabia Maroc,Morocco,3335
Ibn Batouta,Tanger,Morocco,-5.862,36.211,Barcelona,Barcelona,Spain,2.13,41.495,Air Arabia Maroc,Morocco,907
Ibn Batouta,Tanger,Morocco,-5.862,36.211,Mediterranee,Montpellier,France,4.605,43.96,Air Arabia Maroc,Morocco,1237
Reina Beatrix Intl,Oranjestad,Aruba,-69.359,12.835,Flamingo,Kralendijk,Netherlands Antilles,-67.781,12.218,Tiara Air,Aruba,184
Reina Beatrix Intl,Oranjestad,Aruba,-69.359,12.835,Almirante Padilla,Rio Hacha,Colombia,-72.877,11.877,Tiara Air,Aruba,396
Hato,Willemstad,Netherlands Antilles,-68.934,12.314,Reina Beatrix Intl,Oranjestad,Aruba,-69.359,12.835,Tiara Air,Aruba,74
Andizhan Airport,Andizhan,Uzbekistan,72.49,41.212,Domododevo,Moscow,Russia,38.51,55.681,Moskovia Airlines,Russia,2933
Domododevo,Moscow,Russia,38.51,55.681,Andizhan Airport,Andizhan,Uzbekistan,72.49,41.212,Moskovia Airlines,Russia,2933
Domododevo,Moscow,Russia,38.51,55.681,Fergana Airport,Fergana,Uzbekistan,72.241,40.598,Moskovia Airlines,Russia,2967
Domododevo,Moscow,Russia,38.51,55.681,Ganja Airport,Ganja,Azerbaijan,46.529,41.229,Moskovia Airlines,Russia,1709
Domododevo,Moscow,Russia,38.51,55.681,Samarkand,Samarkand,Uzbekistan,67.639,40.167,Moskovia Airlines,Russia,2737
Domododevo,Moscow,Russia,38.51,55.681,Termez Airport,Termez,Uzbekistan,67.516,37.477,Moskovia Airlines,Russia,2962
Karshi Khanabad Airport,Khanabad,Uzbekistan,66.535,39.389,Domododevo,Moscow,Russia,38.51,55.681,Moskovia Airlines,Russia,2742
Namangan Airport,Namangan,Uzbekistan,71.927,41.641,Domododevo,Moscow,Russia,38.51,55.681,Moskovia Airlines,Russia,2866
Tivat,Tivat,Montenegro,19.205,42.674,Domododevo,Moscow,Russia,38.51,55.681,Moskovia Airlines,Russia,2001
Le Lamentin,Fort-de-france,Martinique,-60.339,14.985,Le Raizet,Pointe-a-pitre,Guadeloupe,-61.22,16.442,Air Antilles Express,Guadeloupe,187
Toussaint Louverture Intl,Port-au-prince,Haiti,-71.821,18.966,Las Americas Intl,Santo Domingo,Dominican Republic,-69.449,18.716,Air Antilles Express,Guadeloupe,251
Le Raizet,Pointe-a-pitre,Guadeloupe,-61.22,16.442,Saint Barthelemy,Gustavia,France,-62.721,18.503,Air Antilles Express,Guadeloupe,279
Le Raizet,Pointe-a-pitre,Guadeloupe,-61.22,16.442,Grand Case,St. Martin,Guadeloupe,-62.412,18.166,Air Antilles Express,Guadeloupe,229
Las Americas Intl,Santo Domingo,Dominican Republic,-69.449,18.716,Toussaint Louverture Intl,Port-au-prince,Haiti,-71.821,18.966,Air Antilles Express,Guadeloupe,251
